series_id,label,theme,unit,year,month,value,source
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2010,8,134442.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2010,9,102700.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2010,10,94662.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2010,11,61905.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2010,12,61782.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2011,1,45890.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2011,2,51267.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2011,3,63312.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2011,4,88591.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2011,5,92674.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2011,6,103530.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2011,7,130140.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2011,8,136492.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2011,9,107438.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2011,10,95168.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2011,11,63107.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2011,12,61834.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2012,1,45266.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2012,2,44471.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2012,3,64872.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2012,4,87315.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2012,5,90642.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2012,6,102742.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2012,7,128170.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2012,8,142446.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2012,9,108701.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2012,10,91781.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2012,11,65387.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2012,12,56870.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2013,1,44165.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2013,2,45871.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2013,3,84945.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2013,4,75766.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2013,5,101374.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2013,6,102969.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2013,7,133599.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2013,8,141958.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2013,9,114445.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2013,10,96371.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2013,11,70066.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2013,12,58879.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2014,1,45962.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2014,2,49001.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2014,3,65127.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2014,4,88582.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2014,5,101560.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2014,6,109861.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2014,7,131668.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2014,8,144638.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2014,9,116318.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2014,10,103107.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2014,11,69636.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2014,12,62008.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2015,1,51540.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2015,2,50451.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2015,3,75401.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2015,4,91786.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2015,5,108245.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2015,6,117666.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2015,7,146602.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2015,8,154070.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2015,9,123083.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2015,10,109909.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2015,11,79894.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2015,12,73170.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2016,1,56878.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2016,2,61691.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2016,3,90254.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2016,4,89688.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2016,5,117753.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2016,6,116491.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2016,7,149757.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2016,8,159662.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2016,9,127847.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2016,10,123701.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2016,11,82330.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2016,12,82679.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2017,1,59296.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2017,2,60560.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2017,3,80280.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2017,4,119950.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2017,5,119806.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2017,6,129036.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2017,7,152739.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2017,8,166209.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2017,9,133804.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2017,10,128455.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2017,11,87168.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2017,12,76900.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2018,1,63489.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2018,2,62302.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2018,3,95239.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2018,4,111097.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2018,5,130586.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2018,6,134420.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2018,7,154079.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2018,8,169107.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2018,9,136341.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2018,10,125027.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2018,11,90507.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2018,12,82898.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2019,1,67335.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2019,2,64530.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
overnight_stays,Pernottamenti totali (hotel),tourism,pernottamenti,2019,3,92550.0,"INE — Encuesta de Ocupación Hotelera, tabla 2078 (puntos turísticos)"
