metric_id,label,theme,unit,barrio_id,barrio_name,period,value,source
ageing_index,Índice de vejez (≥65 / <15),demography,,erdialdea,Erdialdea (Centro),2002,282.8,Donostia Open Data — población por edad y género por barrio (Padrón)
ageing_index,Índice de vejez (≥65 / <15),demography,,erdialdea,Erdialdea (Centro),2003,276.4,Donostia Open Data — población por edad y género por barrio (Padrón)
ageing_index,Índice de vejez (≥65 / <15),demography,,erdialdea,Erdialdea (Centro),2004,277.1,Donostia Open Data — población por edad y género por barrio (Padrón)
ageing_index,Índice de vejez (≥65 / <15),demography,,erdialdea,Erdialdea (Centro),2005,277.0,Donostia Open Data — población por edad y género por barrio (Padrón)
ageing_index,Índice de vejez (≥65 / <15),demography,,erdialdea,Erdialdea (Centro),2006,278.8,Donostia Open Data — población por edad y género por barrio (Padrón)
ageing_index,Índice de vejez (≥65 / <15),demography,,erdialdea,Erdialdea (Centro),2007,281.5,Donostia Open Data — población por edad y género por barrio (Padrón)
ageing_index,Índice de vejez (≥65 / <15),demography,,erdialdea,Erdialdea (Centro),2008,287.5,Donostia Open Data — población por edad y género por barrio (Padrón)
ageing_index,Índice de vejez (≥65 / <15),demography,,erdialdea,Erdialdea (Centro),2009,287.8,Donostia Open Data — población por edad y género por barrio (Padrón)
ageing_index,Índice de vejez (≥65 / <15),demography,,erdialdea,Erdialdea (Centro),2010,290.3,Donostia Open Data — población por edad y género por barrio (Padrón)
ageing_index,Índice de vejez (≥65 / <15),demography,,erdialdea,Erdialdea (Centro),2011,291.3,Donostia Open Data — población por edad y género por barrio (Padrón)
ageing_index,Índice de vejez (≥65 / <15),demography,,erdialdea,Erdialdea (Centro),2012,294.0,Donostia Open Data — población por edad y género por barrio (Padrón)
