provincia,tipologia,year,infracciones,source
Gipuzkoa,2.2.-Otros contra la libertad,2020,1390,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,2.2.-Otros contra la libertad,2021,1549,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,2.2.-Otros contra la libertad,2022,1562,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,2.2.-Otros contra la libertad,2023,2154,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,2.2.-Otros contra la libertad,2024,2318,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3. LIBERTAD SEXUAL,2010,116,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3. LIBERTAD SEXUAL,2011,117,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3. LIBERTAD SEXUAL,2012,119,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3. LIBERTAD SEXUAL,2013,102,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3. LIBERTAD SEXUAL,2014,113,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3. LIBERTAD SEXUAL,2015,130,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3. LIBERTAD SEXUAL,2016,123,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3. LIBERTAD SEXUAL,2017,142,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3. LIBERTAD SEXUAL,2018,225,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3. LIBERTAD SEXUAL,2019,225,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3. LIBERTAD SEXUAL,2020,180,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3. LIBERTAD SEXUAL,2021,262,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3. LIBERTAD SEXUAL,2022,273,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3. LIBERTAD SEXUAL,2023,370,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3. LIBERTAD SEXUAL,2024,400,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.1.-Agresión sexual,2010,69,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.1.-Agresión sexual,2011,68,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.1.-Agresión sexual,2012,72,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.1.-Agresión sexual,2013,67,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.1.-Agresión sexual,2014,66,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.1.-Agresión sexual,2015,80,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.1.-Agresión sexual,2016,69,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.1.-Agresión sexual,2017,74,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.1.-Agresión sexual,2018,108,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.1.-Agresión sexual,2019,114,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.1.-Agresión sexual,2020,89,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.1.-Agresión sexual,2021,134,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.1.-Agresión sexual,2022,147,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.1.-Agresión sexual,2023,208,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.1.-Agresión sexual,2024,248,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.2.-Agresión sexual con penetración,2010,13,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.2.-Agresión sexual con penetración,2011,13,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.2.-Agresión sexual con penetración,2012,13,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.2.-Agresión sexual con penetración,2013,18,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.2.-Agresión sexual con penetración,2014,16,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.2.-Agresión sexual con penetración,2015,15,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.2.-Agresión sexual con penetración,2016,21,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.2.-Agresión sexual con penetración,2017,37,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.2.-Agresión sexual con penetración,2018,60,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.2.-Agresión sexual con penetración,2019,60,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.2.-Agresión sexual con penetración,2020,45,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.2.-Agresión sexual con penetración,2021,63,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.2.-Agresión sexual con penetración,2022,82,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.2.-Agresión sexual con penetración,2023,75,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.2.-Agresión sexual con penetración,2024,90,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.3.-Corrupción de menores o incapacitados,2010,5,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.3.-Corrupción de menores o incapacitados,2011,3,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.3.-Corrupción de menores o incapacitados,2012,2,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.3.-Corrupción de menores o incapacitados,2013,2,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.3.-Corrupción de menores o incapacitados,2014,2,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.3.-Corrupción de menores o incapacitados,2015,4,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.3.-Corrupción de menores o incapacitados,2016,1,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.3.-Corrupción de menores o incapacitados,2017,2,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.3.-Corrupción de menores o incapacitados,2018,3,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.3.-Corrupción de menores o incapacitados,2019,3,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.3.-Corrupción de menores o incapacitados,2020,2,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.3.-Corrupción de menores o incapacitados,2021,4,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.3.-Corrupción de menores o incapacitados,2022,5,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.3.-Corrupción de menores o incapacitados,2023,7,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.3.-Corrupción de menores o incapacitados,2024,5,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.4.-Pornografía de menores,2010,20,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.4.-Pornografía de menores,2011,15,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.4.-Pornografía de menores,2012,13,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.4.-Pornografía de menores,2013,5,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.4.-Pornografía de menores,2014,10,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.4.-Pornografía de menores,2015,11,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.4.-Pornografía de menores,2016,9,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.4.-Pornografía de menores,2017,9,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.4.-Pornografía de menores,2018,14,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.4.-Pornografía de menores,2019,10,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.4.-Pornografía de menores,2020,18,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.4.-Pornografía de menores,2021,15,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.4.-Pornografía de menores,2022,2,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.4.-Pornografía de menores,2023,9,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.4.-Pornografía de menores,2024,12,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.5.-Otros contra la libertad sexual,2010,9,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.5.-Otros contra la libertad sexual,2011,18,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.5.-Otros contra la libertad sexual,2012,19,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.5.-Otros contra la libertad sexual,2013,10,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.5.-Otros contra la libertad sexual,2014,19,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.5.-Otros contra la libertad sexual,2015,20,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.5.-Otros contra la libertad sexual,2016,23,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.5.-Otros contra la libertad sexual,2017,20,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.5.-Otros contra la libertad sexual,2018,40,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.5.-Otros contra la libertad sexual,2019,38,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.5.-Otros contra la libertad sexual,2020,26,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.5.-Otros contra la libertad sexual,2021,46,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.5.-Otros contra la libertad sexual,2022,37,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.5.-Otros contra la libertad sexual,2023,71,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,3.5.-Otros contra la libertad sexual,2024,45,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,4. RELACIONES FAMILIARES,2010,83,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,4. RELACIONES FAMILIARES,2011,103,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,4. RELACIONES FAMILIARES,2012,94,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,4. RELACIONES FAMILIARES,2013,97,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,4. RELACIONES FAMILIARES,2014,76,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,4. RELACIONES FAMILIARES,2015,70,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,4. RELACIONES FAMILIARES,2016,38,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,4. RELACIONES FAMILIARES,2017,40,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,4. RELACIONES FAMILIARES,2018,40,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,4. RELACIONES FAMILIARES,2019,24,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,4. RELACIONES FAMILIARES,2020,32,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,4. RELACIONES FAMILIARES,2021,27,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,4. RELACIONES FAMILIARES,2022,36,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,4. RELACIONES FAMILIARES,2023,66,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,4. RELACIONES FAMILIARES,2024,58,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5. PATRIMONIO,2010,16841,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5. PATRIMONIO,2011,15662,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5. PATRIMONIO,2012,16632,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5. PATRIMONIO,2013,16074,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5. PATRIMONIO,2014,16441,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5. PATRIMONIO,2015,16642,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5. PATRIMONIO,2016,16102,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5. PATRIMONIO,2017,16082,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5. PATRIMONIO,2018,17271,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5. PATRIMONIO,2019,17948,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5. PATRIMONIO,2020,15166,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5. PATRIMONIO,2021,16774,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5. PATRIMONIO,2022,20414,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5. PATRIMONIO,2023,23480,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5. PATRIMONIO,2024,23369,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5.1.-Hurtos,2010,5841,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5.1.-Hurtos,2011,5598,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5.1.-Hurtos,2012,5720,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5.1.-Hurtos,2013,5898,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5.1.-Hurtos,2014,6164,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5.1.-Hurtos,2015,6093,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5.1.-Hurtos,2016,5985,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5.1.-Hurtos,2017,5801,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5.1.-Hurtos,2018,5821,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
Gipuzkoa,5.1.-Hurtos,2019,6094,"Portal Estadístico de Criminalidad, Ministerio del Interior — infracciones penales conocidas por provincia y tipología penal, Gipuzkoa 2010–2024; snapshot jul-2026"
